id,Name,University,level,Link,About
3815,Getting Started with WordPress 2016,Udemy,beginner,https://www.udemy.com/getting-started-with-wordpress-cms/,Web Development
3816,Learn HTML5 Programming From Scratch,Udemy,intermediate,https://www.udemy.com/learn-html5-programming-from-scratch/,Web Development
3817,Getting Started with LESS - Beginner Crash Course,Udemy,beginner,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,Web Development
3818,Master ECMAScript 2015 (ES6),Udemy,intermediate,https://www.udemy.com/ecmascript2015/,Web Development
3819,Learn to Setup Websites from Scratch,Udemy,beginner,https://www.udemy.com/learn-to-setup-websites-from-scratch/,Web Development
3820,Create Fast RESTful APIs with Lumen and Homestead by Laravel,Udemy,intermediate,https://www.udemy.com/lumen-restful-api-and-homestead-for-lumen-by-laravel-and-php/,Web Development
3821,"Build Modern Websites Quick With HTML,CSS and Bootstrap",Udemy,beginner,https://www.udemy.com/build-modern-websites-quick-with-htmlcss-and-bootstrap/,Web Development
3822,Twitter Integration customize Tweets with developer API,Udemy,intermediate,https://www.udemy.com/twitter-integration-customize-tweets-with-developer-api/,Web Development
3823,Build a Responsive Website with a Modern Flat Design,Udemy,intermediate,https://www.udemy.com/build-responsive-website-designs-with-html5-and-css/,Web Development
3824,The Ultimate WordPress Boot Camp: Build 7 Websites,Udemy,intermediate,https://www.udemy.com/the-ultimate-wordpress-boot-camp-build-multiple-websites/,Web Development
3825,Master the Basics of HTML5 & CSS3: Beginner Web Development,Udemy,beginner,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,Web Development
3826,Become A Full Stack Web Developer in 14 Days,Udemy,intermediate,https://www.udemy.com/become-a-full-stack-web-developer-in-14-days/,Web Development
3827,Projects In ReactJS - The Complete React Learning Course,Udemy,intermediate,https://www.udemy.com/projects-in-reactjs-the-complete-react-learning-course/,Web Development
3828,Beginning Web development Learn the basics of HTML,Udemy,beginner,https://www.udemy.com/learn-the-basics-of-html-in-less-than-a-week/,Web Development
3829,Step by Step Build Your Template by Bootstrap 4 from scratch,Udemy,beginner,https://www.udemy.com/bootstrap-v4/,Web Development
3830,Hosting your static website on Amazon AWS S3 service,Udemy,beginner,https://www.udemy.com/hosting-a-static-website-on-amazon-aws-s3-service/,Web Development
3831,JavaScript Rockstar How to create Incredible Useful code,Udemy,intermediate,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,Web Development
3832,Spring Core DevOps on AWS,Udemy,intermediate,https://www.udemy.com/spring-core-devops-on-aws/,Web Development
3833,How to Create a Website Without Coding - WordPress 2016,Udemy,beginner,https://www.udemy.com/how-to-create-a-website-wordpress-2016/,Web Development
3834,PHP Graphic Techniques: CAPTCHA/ Create a verification code,Udemy,intermediate,https://www.udemy.com/php-graphic-techniques-captcha-watermark-crop-thumbnail/,Web Development
3835,Introductory To HTML and CSS,Udemy,beginner,https://www.udemy.com/introductory-to-html-and-css/,Web Development
3836,Learn how to convert PSD to HTML and CSS responsive,Udemy,intermediate,https://www.udemy.com/learn-how-to-convert-psd-to-html-and-css-responsive/,Web Development
3837,PHP User Login Registration Script With All Features,Udemy,intermediate,https://www.udemy.com/php-user-login-registration-system/,Web Development
3838,AJAX : Let's build a COOL project,Udemy,intermediate,https://www.udemy.com/ajax-for-beginners-with-jquery-php-mysql-tutorial/,Web Development
3839,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,Udemy,intermediate,https://www.udemy.com/advanced-wordpress-topics-post-types-taxonomies-metaboxes/,Web Development
3840,Laravel Homestead,Udemy,beginner,https://www.udemy.com/laravel-homestead/,Web Development
3841,The Complete TypeScript Programming Guide for Web Developers,Udemy,intermediate,https://www.udemy.com/typescript-programming/,Web Development
3842,JavaScript with BackboneJS and Bootstrap CSS - Advanced,Udemy,intermediate,https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/,Web Development
3843,Ruby on Rails Tutorial: Learn 6 Ruby on Rails SEO Techniques,Udemy,intermediate,https://www.udemy.com/ruby-on-rails-seo/,Web Development
3844,XML DOM :basics for beginners,Udemy,intermediate,https://www.udemy.com/xml-dom-basics-for-beginners/,Web Development
3845,Learn HTML Basics From Scratch,Udemy,intermediate,https://www.udemy.com/learn-html-from-scratch/,Web Development
3846,Byte-Sized-Chunks: Dynamic Prototypes in Javascript,Udemy,intermediate,https://www.udemy.com/dynamic-prototypes-in-javascript/,Web Development
3847,Build Websites from Scratch with Squarespace,Udemy,beginner,https://www.udemy.com/build-websites-from-scratch-with-squarespace/,Web Development
3848,Introduction to web programming for GIS applications,Udemy,beginner,https://www.udemy.com/introduction-to-web-programming-for-gis-applications/,Web Development
3849,Java Spring Security,Udemy,intermediate,https://www.udemy.com/how-to-use-spring-security-to-secure-your-java-applications/,Web Development
3850,Responsive Html5 Theme Development,Udemy,intermediate,https://www.udemy.com/responsive-html5-theme-development/,Web Development
3851,What’s New in Bootstrap 4,Udemy,intermediate,https://www.udemy.com/bootstrap4/,Web Development
